R0000100,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012
18,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
19,12,12,12,12,-5,12,12,12,12,12,12,12,12,12,12,12,-5,12,-5,-5,-5,12,-5,12,-5
20,13,14,15,14,17,16,-3,15,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,-5,17
21,11,12,13,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
22,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
23,13,13,14,14,15,-5,-5,-5,-5,-5,-5,-5,18,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24,11,12,12,12,12,-5,12,12,12,12,12,12,-5,12,12,12,12,12,-5,-5,-5,-5,-5,-5,-5
25,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
26,10,11,12,13,14,14,14,14,15,16,16,16,16,16,16,-5,-5,-5,-5,-5,-5,-5,-5,16,16
27,12,13,13,13,13,13,13,13,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
28,8,9,10,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,13,-5,-5,-5,-5,13,-5
29,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
30,12,12,12,12,-5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
31,8,10,11,11,12,12,12,12,12,12,12,12,12,12,12,12,-5,12,12,12,12,12,12,12,12
32,14,-5,16,16,16,16,16,16,17,17,17,-5,-5,18,18,18,18,-5,-5,-5,18,18,-5,18,-5
33,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,12,12,12,12,-5,-5,-5,-5,12,12,12,12
34,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
35,9,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-5,-5,-5,-5,-5,-5,-5
36,9,10,12,12,12,12,12,-5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
37,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
38,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
39,12,-5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14
41,10,11,12,12,12,12,12,13,15,15,15,15,15,15,15,15,15,-5,15,15,15,15,15,15,15
42,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
43,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
44,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,12,12,12,12,12,12,12,12,12
45,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
46,9,10,11,12,13,14,15,16,16,16,17,17,18,19,19,19,19,19,19,19,19,19,19,-5,-5
47,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
48,12,12,-5,12,12,-5,-5,-5,-5,-5,12,-5,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
49,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
50,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
51,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
52,14,14,14,14,14,14,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14
53,7,7,7,7,7,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,-5,-5,-5,10,-5
55,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
56,8,9,10,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
57,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
58,15,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,-5,17,17,17,17,17
59,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
60,10,11,12,-5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,-5,-5,-5,-5,12
61,10,11,12,12,12,13,13,13,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14
62,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,14
63,12,13,14,15,16,16,16,16,16,-5,-5,-5,-5,-5,16,16,16,16,16,16,16,16,16,16,16
64,11,12,12,12,12,12,12,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
65,9,10,11,12,13,14,15,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
66,8,9,10,11,12,13,14,14,14,14,14,14,-5,14,14,14,14,14,-5,14,14,14,14,14,14
67,14,15,16,16,16,17,-5,-5,18,18,18,18,18,18,18,18,18,-5,-5,18,-5,18,18,18,18
68,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
69,8,9,10,11,12,13,14,15,-5,-5,-5,-5,-5,-5,18,18,18,18,18,18,18,18,18,18,18
70,11,12,12,13,14,16,17,18,18,18,18,18,18,18,18,18,18,18,-5,18,18,-5,18,18,18
71,9,10,11,12,13,14,15,16,17,18,19,19,19,19,19,-5,19,19,19,-5,-5,-5,-5,19,-5
72,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
73,8,9,10,11,12,13,14,15,-5,16,16,-5,-5,-5,16,16,18,-5,18,18,18,18,18,18,-5
74,13,13,13,12,12,14,13,13,14,14,14,15,15,15,16,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
75,10,11,12,13,14,15,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
76,8,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
77,8,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
78,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-5,16,16,-5,-5,-5
79,12,13,14,15,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,-5,-5,-5,-5
80,8,9,10,11,12,-5,13,-5,-5,17,17,17,17,16,16,16,16,16,16,17,17,17,17,16,19
81,7,8,9,10,11,-5,13,14,14,14,14,14,16,19,19,19,19,18,18,-5,19,19,-5,-5,-5
82,12,12,12,-5,-5,-5,12,12,-5,12,12,12,12,12,12,12,12,12,12,-5,-5,-5,12,-5,-5
83,9,9,9,9,9,9,9,9,9,9,-3,10,10,10,10,10,10,10,10,10,10,10,10,10,10
84,8,9,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
85,7,7,7,7,7,7,7,7,-5,7,7,7,7,10,11,-3,-5,11,11,11,11,11,11,11,11
86,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
87,9,10,11,12,12,-5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
88,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
89,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-5,-5
90,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
91,8,9,10,11,12,13,14,15,15,16,15,16,15,12,12,12,12,16,-5,16,16,16,16,16,16
92,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
93,7,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
94,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10
95,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
96,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
97,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14,14,13,14
98,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
99,14,14,-5,14,-5,-5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
100,8,9,9,9,9,-5,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
101,14,15,16,17,16,19,19,19,19,19,19,19,19,19,19,19,19,19,-5,-5,19,-5,-5,20,-5
102,8,9,10,11,12,13,14,15,16,15,16,16,16,16,16,16,16,16,-5,16,16,16,16,16,16
103,14,15,15,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
104,12,12,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,12,12,12,12,12,-5,-5,-5,-5,-5,-5
105,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,12,12,12,12,12
106,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
107,10,11,12,12,13,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
108,14,15,16,16,16,17,18,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
109,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5
110,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
111,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
112,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,11,12,12,12
113,9,9,10,12,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
114,12,12,12,12,12,12,12,-5,12,-5,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
115,12,12,13,14,15,16,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
116,8,9,10,11,12,13,-5,-5,-5,-5,-5,-5,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
117,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
118,8,9,9,9,9,9,9,9,-5,-5,9,9,9,9,9,9,9,9,-5,-5,-5,-5,-5,-5,-5
119,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
120,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
121,8,9,10,11,12,13,14,15,15,15,16,16,17,17,17,17,17,16,16,17,17,17,17,17,17
122,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,12,12,12,12,12,12
123,10,11,12,13,14,14,14,-5,14,14,14,15,-5,-5,16,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
124,10,12,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
125,13,13,13,13,13,13,13,13,-5,-5,13,13,13,13,13,13,13,13,13,13,-5,-5,-5,-5,-5
126,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
127,10,10,10,10,10,12,12,12,-5,-5,-5,-5,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
128,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,12,12,12,-5,12,12,12,12
129,11,12,13,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
130,12,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
131,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
132,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
133,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,12
134,11,11,11,11,11,12,12,12,-5,12,12,12,12,12,12,12,12,12,-5,-5,-5,-5,-5,12,-5
135,8,9,10,11,12,12,13,13,13,13,13,13,13,13,15,16,16,16,16,16,16,-5,16,16,16
136,12,12,-5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
137,11,12,13,14,14,15,14,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
138,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
139,9,10,11,12,12,13,14,15,15,15,15,15,15,15,14,-5,-5,15,15,15,15,15,15,15,15
140,14,15,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
141,10,11,12,13,14,15,16,16,17,17,18,18,18,18,18,18,18,18,17,18,18,18,-5,18,18
142,12,12,12,12,12,12,12,-5,-5,12,12,12,12,12,12,12,-5,12,12,-5,-5,-5,-5,12,12
143,11,12,12,12,12,12,12,12,-5,-5,-5,-5,12,12,12,12,12,12,-5,-5,13,14,15,15,-5
144,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,12,12
145,10,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
146,8,9,10,11,12,12,12,12,-5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
147,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
148,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
149,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
150,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
151,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5
152,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
153,9,-5,-5,-5,-5,-5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
154,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
155,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-5,-5,9,9
156,11,-5,11,11,11,11,11,11,-5,-5,-5,11,11,11,11,11,-5,-5,11,11,11,11,11,11,11
157,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,15,-5,15,-5,17,-5,-5,19,19,19
158,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,-5,17
159,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-5,-5,-5,-5,-5,-5
160,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
161,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
162,11,12,14,14,15,15,16,15,15,15,15,16,16,16,17,-3,17,17,18,18,18,18,-5,-5,-5
163,10,11,12,13,14,16,16,16,16,16,16,16,16,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
164,12,12,12,12,-5,-5,12,12,12,12,12,12,12,12,12,-3,12,-5,12,-5,-5,-5,-5,-5,12
165,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
166,10,11,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,-5,13
167,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,-5,-5,-5,-5
168,10,11,12,-5,13,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16,16
169,9,10,-5,-5,13,14,14,-5,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14,14
170,14,14,-5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-5,-5,-5,-5,-5,-5
171,10,11,12,13,13,14,14,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
172,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
173,9,9,-5,-5,9,9,9,9,-5,9,9,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
174,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
175,13,-5,14,14,14,14,14,14,-5,-5,14,14,14,14,14,14,14,-5,-5,-5,-5,-5,14,14,14
176,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
177,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,-5,12,-5,-5,-5,-5,-5,12,-5
178,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,16,16,16,16,16,16,16,16
179,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
180,14,14,14,14,14,14,14,14,14,14,14,15,15,15,16,16,16,16,16,16,16,-5,-5,-5,-5
181,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,12,12,12,12,12,12,12
182,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,13
183,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5
184,12,12,12,12,13,13,13,13,13,13,13,13,13,15,16,16,16,16,16,16,16,16,16,16,16
185,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
186,13,14,15,16,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
187,7,8,9,10,11,12,13,14,15,15,15,15,15,15,15,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
188,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
189,14,14,14,15,-3,14,14,14,14,14,14,14,13,15,15,15,16,16,16,16,16,16,16,16,16
190,10,11,12,13,15,16,16,16,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18
191,9,10,11,12,13,14,15,16,16,17,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19
192,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
193,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
194,8,9,10,11,12,13,13,14,14,15,16,16,16,16,-5,-5,-5,16,16,16,16,-5,-5,-5,-5
195,13,14,15,15,16,16,16,16,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
196,8,9,10,11,12,13,14,15,16,16,17,17,18,18,18,18,18,18,18,18,18,-5,-5,-5,-5
197,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-5,12
198,9,10,11,12,13,14,14,15,16,17,18,18,18,-5,18,18,18,18,18,18,18,18,18,18,18
199,12,12,12,12,12,12,12,12,12,12,12,-5,12,12,12,12,12,12,12,12,12,12,12,12,12
200,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
201,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-5,16,16,16,16,16,16
202,12,12,12,12,12,12,-5,-5,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
203,13,13,13,13,13,13,-5,-5,-5,-5,-5,13,13,13,13,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
204,11,11,-5,-5,11,-5,-5,-5,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,12,12
205,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
206,10,9,-5,9,9,-5,-5,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,-5,-5,-5,-5,-5,-5
207,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,-5
208,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,12,12,12,12,-5,-5,-5,-5,-5,-5,-5
209,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5
210,10,11,-5,13,14,15,16,16,16,16,16,16,16,16,16,16,16,-5,16,16,16,16,16,16,16
211,8,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
212,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
213,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-5,-5
214,8,9,10,11,12,12,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15
215,12,13,12,13,14,16,16,16,16,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
216,10,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,13,-5,-5,-5,-5,-5,-5,16,16,-5
217,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
218,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
219,13,14,15,16,17,18,18,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
220,11,12,13,15,15,16,17,18,18,18,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20
221,6,7,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12
222,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
223,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12
224,10,10,10,10,10,10,-5,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
225,8,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
226,8,-5,8,8,12,12,13,13,13,13,13,13,13,13,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
227,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
228,9,9,-5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
229,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12
230,7,8,9,10,11,12,12,12,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
231,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
232,11,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
233,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
234,9,10,12,12,12,12,12,12,12,12,-5,12,12,12,12,12,12,-5,12,12,-5,12,12,12,12
235,9,10,11,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
236,10,11,12,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13
237,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
238,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
240,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
241,7,8,9,9,12,12,12,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
242,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
243,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
244,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
245,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
