R0000100,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1996,1998,2000
127,-4,-4,365,883,274,-5,-5,-5,-5,-4,-4,444,-4,-5,-5,-5
128,308,315,375,375,253,343,243,25,23,376,7,19,19,-5,25,25
129,777,208,208,417,417,417,417,337,417,417,413,413,413,413,159,413
130,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
131,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
132,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
133,276,437,348,313,348,348,348,348,348,348,348,348,348,327,327,327
134,575,575,576,575,575,-5,55,19,575,558,558,575,575,555,19,-5
135,804,877,365,364,364,575,869,575,575,19,577,575,575,575,575,575
136,-4,-4,-4,-4,447,447,447,447,447,447,-4,-4,-3,-4,-4,-4
137,218,53,53,225,59,19,19,19,19,869,337,37,15,15,53,53
138,439,435,435,464,175,449,344,435,406,468,337,468,406,468,435,435
139,459,-4,435,23,23,23,437,263,263,19,23,243,-5,-5,19,19
140,156,156,139,156,156,157,313,156,156,144,156,156,156,158,158,158
141,449,785,-4,19,274,405,197,487,159,167,167,379,-4,37,337,7
142,633,19,29,364,-5,-5,869,558,558,558,588,869,804,-5,558,558
143,447,447,447,447,207,-5,-5,-5,-5,95,207,207,207,95,95,-5
144,406,689,689,689,689,689,888,379,434,434,434,-4,-4,-4,-4,-4
145,877,785,437,437,877,889,365,327,805,805,-4,436,436,709,436,444
146,-4,805,-4,-4,-4,-5,-4,-4,-4,-4,-4,19,525,213,19,213
147,383,313,319,313,313,373,389,25,383,-4,-4,-4,-4,-4,443,443
148,637,345,734,734,734,734,734,734,737,734,734,363,363,734,363,363
149,276,276,783,315,315,229,19,197,7,197,37,386,376,376,64,64
150,799,774,424,424,774,424,19,426,426,774,327,426,415,426,426,426
151,435,199,335,274,243,274,274,274,274,274,274,243,274,274,-5,-5
152,319,375,68,229,229,64,64,229,19,243,64,64,19,19,64,64
153,-5,-5,-5,276,435,435,435,23,379,337,379,253,385,303,243,376
154,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
155,777,734,364,734,453,424,785,805,804,804,804,804,804,594,804,804
156,567,567,579,567,567,-5,-5,-5,567,567,558,19,19,-5,-5,19
157,435,313,313,313,313,313,7,435,443,443,435,-4,159,-5,156,-5
158,253,253,253,386,435,343,365,56,66,435,435,435,435,19,435,164
159,435,433,23,23,23,23,7,23,23,7,23,23,23,7,7,7
160,335,313,307,444,444,444,344,379,7,338,338,386,337,37,33,33
161,777,777,777,777,338,338,338,338,338,338,338,337,338,338,338,338
162,274,877,19,19,243,243,19,19,19,19,19,243,243,243,19,27
163,264,389,365,19,194,189,774,189,774,213,235,-5,-5,-5,-5,-5
164,748,-5,-5,435,435,435,435,435,435,435,435,435,435,435,-5,435
165,375,253,375,385,375,25,375,253,376,25,253,378,468,468,468,468
166,877,365,365,523,19,523,216,376,55,55,59,55,55,55,55,55
167,435,365,364,438,-4,25,25,308,283,357,808,808,808,808,-3,-3
168,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
169,-5,438,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
170,458,469,469,458,458,469,469,469,458,469,337,469,469,458,458,458
171,453,453,453,453,453,453,453,259,59,57,55,59,59,59,59,59
172,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
173,-5,348,348,243,16,-5,19,435,19,-5,-5,-5,-5,-5,-5,-5
174,375,375,375,308,389,253,253,253,253,253,253,253,375,253,253,253
175,19,274,274,274,435,-5,-5,159,469,469,159,105,277,243,-5,-5
176,435,446,163,155,796,19,254,25,255,255,255,-4,-5,-5,-5,-5
177,434,434,769,869,274,19,263,263,7,7,243,19,-5,-5,19,-5
178,13,274,274,567,595,869,869,869,19,19,869,19,23,23,23,23
179,339,315,339,276,275,315,439,444,444,365,379,338,318,318,313,313
180,378,338,-4,-4,256,303,37,23,313,37,23,337,7,19,23,23
181,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,19,19
182,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
183,348,348,348,348,348,348,348,-4,-4,-4,-4,-4,-4,-4,274,274
184,189,774,774,774,736,188,188,197,188,19,-4,255,255,259,313,-4
185,885,877,529,567,547,407,486,777,738,777,485,486,486,486,486,569
186,435,435,329,19,19,229,309,55,7,19,19,33,33,19,19,19
187,877,365,435,274,637,567,814,446,106,203,208,106,208,-5,-5,-5
188,453,449,453,-5,449,-4,-4,-4,-4,447,405,453,449,449,748,459
189,365,274,365,274,337,308,389,213,229,213,64,379,64,64,64,64
190,164,329,23,375,375,19,19,154,23,25,23,-4,-4,-4,376,23
191,444,438,437,434,434,253,178,178,178,178,178,178,178,178,178,178
192,235,773,773,774,253,375,253,375,375,375,375,376,375,375,375,375
193,55,55,55,185,185,55,55,55,55,55,55,217,217,55,55,55
194,468,364,359,274,274,23,23,23,7,23,23,-5,-5,-5,19,19
195,-4,55,59,159,59,547,258,55,259,259,274,19,19,13,19,19
196,-4,437,437,877,547,55,55,55,55,229,55,55,55,55,19,64
197,389,308,805,319,337,313,313,313,315,-4,-4,-4,-4,-4,435,243
198,777,437,437,437,437,437,436,436,436,436,-5,433,436,436,436,19
199,453,453,696,453,453,453,579,579,-5,234,434,434,434,434,19,19
200,368,276,-4,-4,-4,-4,-4,-4,389,389,435,435,435,435,435,435
201,-4,386,337,7,7,19,25,255,255,255,7,255,255,19,25,-5
202,188,274,274,-5,-5,435,804,467,167,163,19,174,19,19,19,19
203,796,275,637,-5,-5,-5,-5,-5,356,354,354,354,354,-5,-5,-5
204,-5,-4,-5,-5,-5,-4,-4,-4,456,458,458,458,458,458,458,458
205,389,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
206,19,243,-5,-5,595,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,595
207,438,274,805,587,587,585,486,585,585,585,585,889,585,585,889,275
208,-4,-4,-4,-4,-4,-5,-4,-4,379,356,-4,-4,-4,406,-4,-5
209,434,434,434,433,433,18,19,19,19,434,809,809,809,809,809,809
210,444,439,439,274,806,806,274,259,259,274,259,259,259,259,-5,243
211,276,276,337,337,337,389,389,363,33,633,19,37,37,363,-4,-4
212,689,689,363,689,689,774,699,689,364,33,389,36,-3,259,259,259
213,433,225,44,363,243,19,256,13,65,197,13,199,199,469,469,254
214,436,785,505,689,796,796,689,-3,505,434,434,434,434,225,633,633
215,575,575,577,575,575,575,575,-5,-5,-5,-5,-5,-5,-5,-5,-5
216,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,379,379,-5,-5,-5
217,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
218,337,23,23,316,7,7,7,19,25,25,25,25,25,7,7,7
219,156,156,156,157,156,156,19,155,156,144,155,155,155,155,156,156
220,337,153,128,157,157,159,157,157,213,376,64,229,229,27,8,8
221,159,468,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,379,206,379
222,-4,-4,438,-4,888,453,453,453,668,869,426,588,426,426,-4,-4
223,274,437,444,275,438,444,433,243,19,243,19,19,19,19,243,243
224,-4,-4,-4,-5,-4,276,433,-4,446,447,447,447,447,447,467,467
225,453,453,453,453,453,453,357,356,356,356,357,379,379,-5,-5,-5
226,-4,-4,-4,-4,523,449,365,453,-4,-4,-4,-4,-5,-5,-5,-5
227,-4,-4,-4,-4,888,739,739,805,739,-4,-4,-4,-4,889,-4,453
228,435,437,439,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,436,-4,-4
229,438,276,438,424,313,378,709,435,378,276,-4,-4,-4,435,283,754
230,434,-4,-4,235,426,364,186,383,25,376,25,376,19,19,25,255
231,313,313,313,313,315,313,347,379,379,-4,-4,385,385,-4,379,379
232,-4,479,479,479,479,479,477,479,475,473,474,473,473,453,453,453
233,434,869,579,486,869,869,783,869,567,567,364,889,889,889,889,889
234,453,194,-4,276,885,243,19,-5,808,274,436,433,433,19,-5,19
235,885,885,885,885,885,885,418,227,414,418,418,418,418,418,418,418
236,888,877,588,558,19,243,19,633,633,56,363,363,363,33,33,33
237,-4,364,284,389,254,256,283,195,-4,-4,319,-4,-4,-4,-4,-4
238,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
240,437,444,437,437,436,437,266,283,19,277,19,274,283,277,277,277
241,579,479,856,869,856,856,889,507,-5,-5,-5,-5,-5,-5,-5,-5
242,777,777,547,709,274,19,243,316,378,337,308,383,383,25,25,25
243,5,19,18,19,19,19,36,36,19,19,37,19,19,19,19,19
244,406,405,468,406,877,19,335,344,343,389,25,319,379,25,443,443
245,453,204,204,204,204,85,204,204,204,204,204,204,204,204,204,204
246,486,486,889,243,274,243,285,23,243,19,19,274,274,19,-5,-5
247,805,435,437,276,274,453,177,176,177,313,176,177,176,176,176,176
248,-4,777,889,579,769,579,687,486,485,486,486,485,486,486,376,496
249,436,-4,-4,-4,-4,-4,-4,274,276,208,97,97,446,208,208,274
250,-5,-5,-5,-5,-5,-5,337,277,277,277,-4,-4,444,-4,-4,-4
251,359,359,-4,-4,-4,335,-5,-4,-4,-4,-4,-4,-4,-4,-5,-3
252,435,437,437,437,444,434,434,434,435,356,356,-4,-4,-4,-4,313
253,-4,-4,-4,-4,-4,865,567,869,567,567,567,869,356,453,453,453
254,365,446,405,383,888,799,754,888,755,779,8,779,754,754,796,796
255,383,276,19,19,243,243,37,243,243,243,243,243,243,243,313,-4
256,-4,274,383,319,316,313,19,319,379,19,23,319,313,447,19,19
257,439,437,-5,-5,-5,-5,435,435,434,434,434,435,434,436,436,435
258,277,438,405,19,405,406,-4,-4,319,313,277,255,255,15,7,19
259,637,637,804,804,558,804,268,268,274,276,257,274,785,243,633,13
260,799,55,55,235,689,518,797,213,526,235,235,235,235,213,216,216
261,365,365,243,877,229,23,64,64,64,229,64,229,229,229,229,229
262,313,313,313,313,313,313,313,-5,313,313,313,313,313,313,379,-5
263,723,723,649,363,547,889,285,804,806,805,806,-5,-5,-5,-5,-5
264,313,313,23,385,-5,313,313,194,26,379,379,313,303,15,185,-5
265,-4,223,199,444,235,78,208,224,53,216,216,-4,-4,-4,-4,-4
266,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
267,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
268,453,453,514,777,503,523,728,576,576,576,575,575,576,576,486,-5
269,23,23,23,23,23,23,23,23,23,23,19,23,23,23,23,23
270,877,453,585,585,869,218,-5,-5,-5,-5,804,804,804,804,599,-5
271,405,316,356,444,435,444,158,387,387,144,156,-5,156,156,156,-5
272,318,405,339,274,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
273,434,435,435,19,433,435,19,19,435,19,37,19,19,19,469,469
274,595,529,527,805,424,453,213,516,575,533,575,575,575,547,575,575
275,276,347,375,376,7,23,19,225,25,375,19,253,253,375,375,-4
276,435,435,435,435,275,434,434,434,434,434,434,434,434,434,339,339
277,435,433,307,435,444,458,458,458,458,458,458,458,458,456,458,458
278,435,435,435,435,435,435,435,435,435,435,435,435,468,468,435,-4
279,547,547,889,558,243,243,364,19,19,19,19,243,243,19,243,243
280,435,383,734,188,197,153,195,-5,-5,-5,184,13,13,-5,-5,-5
281,453,453,376,7,313,19,19,529,19,64,37,303,243,243,19,19
282,313,276,276,389,558,313,363,365,378,378,339,-4,-4,379,274,285
283,424,424,469,804,424,424,424,424,424,424,424,424,424,424,424,424
284,759,-4,-4,534,229,235,213,516,213,213,213,19,706,706,706,575
285,243,365,19,243,877,243,19,243,365,877,243,243,243,243,243,243
286,-4,313,459,447,447,447,447,207,207,207,207,207,207,95,95,95
287,-4,777,887,208,785,795,327,889,785,877,785,889,889,889,889,889
288,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,706,706
289,453,-4,-4,-4,-4,-4,-4,-4,-4,-4,777,889,877,748,748,748
290,-4,-4,-4,-4,-4,-4,-4,-4,468,387,387,468,468,449,449,448
291,563,459,453,459,869,-4,-4,486,453,486,795,889,889,407,889,889
292,156,156,138,19,274,29,156,156,156,-4,156,159,-4,155,156,156
293,799,689,689,689,689,376,64,264,235,308,796,243,243,259,156,156
294,313,337,315,-5,-5,-5,313,-4,-4,-5,-5,-5,-5,-5,-5,-5
295,-4,-4,514,498,364,637,588,869,-5,889,588,-5,-5,-5,-5,-5
296,637,567,637,-5,-5,637,637,637,637,503,637,777,777,637,558,637
297,403,453,405,405,453,407,448,19,453,407,453,407,407,407,407,407
298,-4,315,276,356,385,308,337,-5,313,313,313,313,313,313,379,313
299,-4,734,364,877,877,877,777,785,758,769,488,-4,777,547,-5,547
300,-4,-4,-4,-4,-4,-5,-4,-5,-4,-4,-5,-4,-4,-5,-5,274
301,-4,-4,-4,-4,813,276,19,19,803,19,303,19,19,19,418,418
302,274,888,888,813,813,889,889,813,813,813,303,19,426,426,813,813
303,-4,-4,-4,-4,439,439,888,888,364,888,888,856,347,347,859,859
304,-4,-4,-4,-4,-4,-4,486,486,-4,-4,-4,-4,-4,-4,364,364
305,744,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,433
306,365,796,453,877,769,558,89,447,424,447,447,446,446,447,453,453
307,774,774,774,774,774,774,774,774,774,774,774,774,774,856,276,276
308,774,804,365,805,877,889,855,-5,567,567,567,595,567,567,567,567
309,783,544,783,585,783,783,783,558,633,503,783,783,783,783,783,783
310,579,579,579,579,579,579,579,579,19,579,579,579,579,579,579,579
311,579,579,579,579,579,19,579,579,579,579,579,579,579,19,19,19
312,274,276,-4,405,405,-4,-4,468,-4,389,385,313,313,377,389,389
313,889,885,885,769,769,777,728,787,719,719,715,779,779,856,754,754
314,-4,405,276,-4,-4,-5,389,-4,-4,274,274,274,274,453,336,-5
315,453,687,437,437,436,433,437,687,-4,19,19,-4,-4,437,437,437
316,885,889,889,804,883,364,859,856,856,856,856,883,883,804,804,804
317,477,479,558,558,475,477,475,477,477,477,477,477,477,477,477,477
318,689,889,547,549,547,567,567,567,567,563,869,567,567,567,567,567
319,207,95,95,95,95,-5,95,95,95,95,95,95,95,95,95,95
320,777,57,424,-5,58,59,58,575,58,58,226,58,58,58,58,58
321,487,487,86,86,95,95,95,95,95,95,95,95,95,95,-5,95
322,225,203,487,487,487,487,487,385,338,313,-4,-4,-4,-4,-4,-4
323,567,558,563,567,567,588,889,869,563,567,19,567,567,567,567,567
324,-4,438,-4,869,-4,588,588,588,-4,-4,588,563,588,869,558,558
325,889,438,486,486,869,23,869,869,-4,-4,-4,-4,-5,-5,-5,-5
326,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
327,-4,195,195,197,316,389,274,189,19,19,364,243,186,186,19,243
328,-5,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
329,877,-4,-4,437,444,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
330,-5,453,453,889,784,-4,439,443,-4,-4,-4,-4,785,436,-5,-5
331,437,437,-4,-4,805,-4,-4,435,436,436,-4,-4,-4,436,436,263
332,-5,877,364,365,389,549,547,549,503,19,243,19,435,436,889,889
333,316,389,316,19,316,316,27,5,375,5,375,253,376,5,5,5
334,-4,-4,-4,458,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
335,744,744,744,319,275,319,319,373,-4,319,264,667,-4,744,666,666
336,-5,877,805,573,-4,-4,-4,-4,-4,-4,159,-4,889,856,453,686
337,-4,-4,-4,869,426,444,747,748,403,747,747,748,-3,747,747,-4
338,-4,-4,313,383,313,105,19,253,339,25,25,174,174,377,25,25
339,-4,-4,405,405,405,-4,-4,449,748,-4,-4,-4,-3,-4,453,453
340,-4,-4,-4,444,444,444,276,-4,444,-4,-4,276,-4,276,243,243
341,195,195,195,195,195,789,195,195,-5,195,195,195,195,-5,195,-5
342,466,435,424,387,59,59,59,56,59,59,213,216,59,59,59,59
343,447,447,438,449,447,437,444,436,435,443,446,447,207,95,407,407
344,313,313,313,313,243,315,313,313,313,-4,308,-4,313,-4,-4,-4
345,185,159,138,-3,195,195,-5,-5,-5,-5,194,197,-4,-5,-5,-5
346,434,434,253,486,436,19,19,19,19,19,433,433,433,19,805,19
347,447,447,447,364,387,254,376,316,-4,276,389,276,276,276,276,157
348,563,567,558,588,563,563,19,558,19,869,19,35,35,563,19,558
349,567,567,567,567,567,567,19,19,19,19,558,19,19,19,558,558
350,804,486,889,469,869,567,567,567,567,567,569,567,567,567,558,558
351,363,363,338,364,148,148,158,159,33,148,148,159,159,19,687,687
352,23,315,375,27,27,27,373,253,375,375,313,375,375,376,36,36
353,589,769,589,589,589,589,589,759,589,589,589,589,589,589,676,426
354,19,389,253,375,23,389,337,315,375,253,65,-4,-4,-4,276,276
355,436,877,365,329,308,308,308,308,363,304,37,307,307,19,779,19
356,885,885,563,885,885,869,366,366,366,366,366,366,366,366,366,366
357,389,376,376,799,426,25,19,243,337,19,416,417,417,417,417,417
358,777,777,453,453,-5,424,418,418,418,418,418,427,414,414,414,414
359,276,435,435,274,313,307,27,27,327,19,379,19,19,243,13,13
360,337,225,315,76,75,215,73,74,59,76,195,195,235,-4,-4,-4
361,313,315,194,194,194,194,389,195,19,13,5,195,195,195,-5,15
362,405,186,885,885,435,805,275,883,804,268,-4,-4,-4,174,447,453
363,274,434,313,313,434,276,243,-4,243,435,-4,-4,-4,453,453,-4
364,777,756,19,19,19,444,278,274,259,274,33,33,33,29,9,13
