Identifier,Age,Schooling,Choice,Wage
1613,22.0,13.0,military,7843.051901730367
1613,23.0,13.0,blue_collar,9908.163446873412
1618,16.0,11.0,schooling,
1618,17.0,12.0,military,7601.196456154243
1618,18.0,12.0,military,13266.567528376992
1618,19.0,12.0,blue_collar,
1618,20.0,12.0,blue_collar,10904.861251882794
1618,21.0,12.0,blue_collar,10273.806434874787
1618,22.0,12.0,white_collar,7738.616222960203
1618,23.0,12.0,white_collar,
1618,24.0,12.0,home,
1618,25.0,12.0,blue_collar,17040.937976614132
1619,16.0,10.0,schooling,
1619,17.0,11.0,schooling,
1619,18.0,12.0,schooling,
1619,19.0,13.0,schooling,
1619,20.0,14.0,schooling,
1619,21.0,15.0,schooling,
1619,22.0,16.0,schooling,
1619,23.0,17.0,schooling,
1619,24.0,18.0,blue_collar,27549.883244134428
1619,25.0,18.0,blue_collar,29205.782964068625
1619,26.0,18.0,white_collar,29122.29113709541
1626,16.0,10.0,schooling,
1626,17.0,11.0,schooling,
1626,18.0,12.0,schooling,
1626,19.0,13.0,schooling,
1626,20.0,14.0,schooling,
1626,21.0,15.0,white_collar,
1626,22.0,15.0,schooling,
1626,23.0,16.0,white_collar,5434.262435708376
1626,24.0,16.0,home,
1627,16.0,9.0,schooling,
1627,17.0,10.0,home,
1627,18.0,10.0,home,
1627,19.0,10.0,blue_collar,7215.319274173557
1627,20.0,10.0,blue_collar,9436.422442156478
1627,21.0,10.0,blue_collar,8198.162073264619
1627,22.0,10.0,blue_collar,11874.754323074645
1627,23.0,10.0,blue_collar,40197.566497203865
1630,16.0,10.0,schooling,
1630,17.0,11.0,schooling,
1630,18.0,12.0,schooling,
1630,19.0,13.0,schooling,
1630,20.0,14.0,schooling,
1630,21.0,15.0,white_collar,14083.710031291588
1630,22.0,15.0,white_collar,14721.236677097195
1630,23.0,15.0,white_collar,15968.397220810035
1631,16.0,10.0,schooling,
1631,17.0,11.0,schooling,
1631,18.0,12.0,blue_collar,13922.610057563175
1631,19.0,12.0,blue_collar,16781.64419449047
1631,20.0,12.0,blue_collar,18019.711688717074
1631,21.0,12.0,blue_collar,18789.508490539218
1631,22.0,12.0,blue_collar,21204.232053356238
1631,23.0,12.0,military,15458.206917207684
1631,24.0,12.0,military,11283.712638923847
1631,25.0,12.0,military,11806.00450705878
1632,16.0,10.0,schooling,
1632,17.0,11.0,schooling,
1632,18.0,12.0,schooling,
1632,19.0,13.0,schooling,
1632,20.0,14.0,schooling,
1632,21.0,15.0,schooling,
1632,22.0,16.0,schooling,
1632,23.0,17.0,home,
1632,24.0,17.0,white_collar,26307.78783257075
1635,16.0,10.0,schooling,
1635,17.0,11.0,schooling,
1635,18.0,12.0,white_collar,14636.955059614796
1635,19.0,12.0,white_collar,14665.626061603638
1635,20.0,12.0,white_collar,14695.319433962584
1635,21.0,12.0,blue_collar,14954.352971396069
1635,22.0,12.0,white_collar,15006.223788799769
1635,23.0,12.0,white_collar,14555.407929599925
1635,24.0,12.0,white_collar,13701.158447720723
1636,16.0,10.0,schooling,
1636,17.0,11.0,schooling,
1636,18.0,12.0,white_collar,11121.094439717292
1636,19.0,12.0,white_collar,13286.263518044734
1636,20.0,12.0,white_collar,14667.909816069292
1636,21.0,12.0,white_collar,14853.976185051377
1636,22.0,12.0,white_collar,14861.929222848337
1636,23.0,12.0,white_collar,14600.360212926662
1636,24.0,12.0,blue_collar,15518.858498559566
1637,16.0,10.0,home,
1637,17.0,10.0,schooling,
1637,18.0,11.0,schooling,
1637,19.0,12.0,home,
1637,20.0,12.0,white_collar,14215.337101103949
1637,21.0,12.0,white_collar,17895.190307117213
1637,22.0,12.0,white_collar,16242.726655577537
1637,23.0,12.0,white_collar,18746.134155449683
1637,24.0,12.0,white_collar,18374.311085534333
1637,25.0,12.0,white_collar,18778.014234875445
1659,16.0,10.0,schooling,
1659,17.0,11.0,schooling,
1659,18.0,12.0,schooling,
1659,19.0,13.0,blue_collar,
1659,20.0,13.0,schooling,
1659,21.0,14.0,white_collar,11364.625193701275
1659,22.0,14.0,white_collar,13150.091716721217
1659,23.0,14.0,white_collar,
1667,16.0,10.0,home,
1667,17.0,10.0,schooling,
1667,18.0,11.0,blue_collar,7862.896618703389
1667,19.0,11.0,home,
1667,20.0,11.0,blue_collar,11301.925388280682
1667,21.0,11.0,blue_collar,14897.970412529477
1667,22.0,11.0,blue_collar,15450.710984426141
1667,23.0,11.0,blue_collar,15870.671411625148
1670,16.0,11.0,schooling,
1670,17.0,12.0,schooling,
1670,18.0,13.0,schooling,
1670,19.0,14.0,schooling,
1670,20.0,15.0,schooling,
1670,21.0,16.0,white_collar,21843.89427247645
1670,22.0,16.0,white_collar,31995.60199339
1670,23.0,16.0,white_collar,34492.66226063379
1672,16.0,10.0,home,
1672,17.0,10.0,home,
1672,18.0,10.0,blue_collar,7944.5893303562625
1672,19.0,10.0,blue_collar,13550.117505476728
1672,20.0,10.0,blue_collar,23489.26405310939
1672,21.0,10.0,blue_collar,25357.915353142806
1672,22.0,10.0,home,
1672,23.0,10.0,home,
1672,24.0,10.0,white_collar,34829.47839349263
1677,16.0,10.0,schooling,
1677,17.0,11.0,schooling,
1677,18.0,12.0,home,
1677,19.0,12.0,home,
1677,20.0,12.0,blue_collar,14658.071179726392
1677,21.0,12.0,blue_collar,16842.83577870232
1677,22.0,12.0,blue_collar,21521.5648163778
1677,23.0,12.0,blue_collar,26357.96652639403
1677,24.0,12.0,blue_collar,27695.494322996103
1679,16.0,10.0,blue_collar,
1679,17.0,10.0,schooling,
1679,18.0,11.0,blue_collar,9151.884616216917
1679,19.0,11.0,white_collar,
1679,20.0,11.0,white_collar,30150.828844205436
1679,21.0,11.0,schooling,
1679,22.0,12.0,blue_collar,32603.579452380116
1681,16.0,11.0,schooling,
1681,17.0,12.0,schooling,
1681,18.0,13.0,schooling,
1681,19.0,14.0,schooling,
1681,20.0,15.0,schooling,
1681,21.0,16.0,blue_collar,26640.11144687683
1682,16.0,10.0,schooling,
1682,17.0,11.0,blue_collar,
1682,18.0,11.0,blue_collar,
1682,19.0,11.0,white_collar,17831.84403389703
1682,20.0,11.0,home,
1682,21.0,11.0,blue_collar,10997.171509006945
1682,22.0,11.0,blue_collar,
1682,23.0,11.0,white_collar,
1682,24.0,11.0,white_collar,
1682,25.0,11.0,blue_collar,66803.80072037448
1682,26.0,11.0,blue_collar,49005.73665480427
1709,16.0,9.0,home,
1731,16.0,10.0,home,
1731,17.0,10.0,home,
1731,18.0,10.0,home,
1731,19.0,10.0,white_collar,
1731,20.0,10.0,home,
1731,21.0,10.0,home,
1731,22.0,10.0,blue_collar,12039.181471679763
1731,23.0,10.0,blue_collar,14600.061144480813
1731,24.0,10.0,blue_collar,19056.532791052363
1741,16.0,8.0,schooling,
1741,17.0,9.0,schooling,
1741,18.0,10.0,home,
1741,19.0,10.0,home,
1741,20.0,10.0,home,
1741,21.0,10.0,home,
1741,22.0,10.0,home,
1741,23.0,10.0,blue_collar,3518.0476197441026
1741,24.0,10.0,blue_collar,15997.071898715967
1741,25.0,10.0,blue_collar,19277.449915476747
1741,26.0,10.0,blue_collar,9707.604038056506
1743,16.0,9.0,white_collar,8871.903809577087
1743,17.0,9.0,military,9949.524861445685
1743,18.0,9.0,home,
1743,19.0,9.0,home,
1743,20.0,9.0,white_collar,
1743,21.0,9.0,home,
1743,22.0,9.0,home,
1743,23.0,9.0,home,
1743,24.0,9.0,home,
1743,25.0,9.0,blue_collar,20833.333333333336
1743,26.0,9.0,blue_collar,22293.740467717333
1744,16.0,10.0,schooling,
1744,17.0,11.0,schooling,
1744,18.0,12.0,blue_collar,17585.569779112324
1744,19.0,12.0,blue_collar,20063.982043746735
1744,20.0,12.0,blue_collar,18323.87870529754
1744,21.0,12.0,white_collar,4471.054283024788
1744,22.0,12.0,schooling,
1744,23.0,13.0,blue_collar,24593.984591392415
1744,24.0,13.0,blue_collar,22859.828017654272
1744,25.0,13.0,blue_collar,23162.0570521966
1744,26.0,13.0,blue_collar,29317.742755465173
1748,16.0,10.0,schooling,
1748,17.0,11.0,schooling,
1748,18.0,12.0,blue_collar,9293.630760813485
1748,19.0,12.0,white_collar,10799.275168244689
1748,20.0,12.0,white_collar,10443.62092315906
1748,21.0,12.0,white_collar,9764.792794086166
1748,22.0,12.0,white_collar,11897.180915578223
1748,23.0,12.0,white_collar,10835.263324511785
1748,24.0,12.0,military,6555.452343841929
1748,25.0,12.0,military,9344.77777560518
1761,16.0,10.0,schooling,
1761,17.0,11.0,schooling,
1761,18.0,12.0,white_collar,13854.162908362972
1761,19.0,12.0,blue_collar,11681.922152120396
1761,20.0,12.0,blue_collar,14443.473776073139
1761,21.0,12.0,blue_collar,15284.921104608238
1761,22.0,12.0,blue_collar,27524.470762968383
1761,23.0,12.0,blue_collar,24122.409242407895
1761,24.0,12.0,blue_collar,26310.230977800376
1762,16.0,10.0,schooling,
1762,17.0,11.0,schooling,
1762,18.0,12.0,white_collar,
1762,19.0,12.0,white_collar,
1762,20.0,12.0,home,
1762,21.0,12.0,blue_collar,11491.266218859855
1762,22.0,12.0,white_collar,1529.7074972217702
1762,23.0,12.0,blue_collar,
1762,24.0,12.0,schooling,
1762,25.0,13.0,white_collar,14658.871377732587
1764,16.0,9.0,blue_collar,8803.9340039795
1764,17.0,9.0,home,
1764,18.0,9.0,blue_collar,16903.606965366187
1764,19.0,9.0,blue_collar,
1764,20.0,9.0,blue_collar,23564.01591183435
1764,21.0,9.0,blue_collar,12478.188055245837
1764,22.0,9.0,blue_collar,12093.568886629384
1767,16.0,10.0,schooling,
1767,17.0,11.0,schooling,
1767,18.0,12.0,blue_collar,15816.337669473982
1767,19.0,12.0,schooling,
1767,20.0,13.0,schooling,
1767,21.0,14.0,blue_collar,18881.598040200413
1767,22.0,14.0,home,
1771,16.0,10.0,schooling,
1771,17.0,11.0,home,
1771,18.0,11.0,blue_collar,22346.131212639262
1771,19.0,11.0,blue_collar,
1771,20.0,11.0,blue_collar,11651.725988905939
1771,21.0,11.0,blue_collar,
1771,22.0,11.0,blue_collar,18319.430897100356
1771,23.0,11.0,blue_collar,16012.036674296607
1771,24.0,11.0,blue_collar,11716.892541572253
1771,25.0,11.0,blue_collar,11355.739027283513
1772,16.0,10.0,home,
1772,17.0,10.0,home,
1772,18.0,10.0,home,
1772,19.0,10.0,home,
1772,20.0,10.0,home,
1772,21.0,10.0,home,
1772,22.0,10.0,home,
1772,23.0,10.0,home,
1772,24.0,10.0,home,
1780,16.0,10.0,schooling,
1780,17.0,11.0,schooling,
1780,18.0,12.0,blue_collar,4364.021563470979
1780,19.0,12.0,blue_collar,6836.428891240644
1780,20.0,12.0,blue_collar,9152.826306273088
1780,21.0,12.0,white_collar,12126.589070776437
1780,22.0,12.0,white_collar,14773.80852412708
1780,23.0,12.0,blue_collar,8276.371998532253
1780,24.0,12.0,blue_collar,6237.55732295076
1780,25.0,12.0,blue_collar,4999.053804439925
1784,16.0,11.0,schooling,
1784,17.0,12.0,schooling,
1784,18.0,13.0,home,
1784,19.0,13.0,home,
1784,20.0,13.0,blue_collar,8585.34269938997
1784,21.0,13.0,home,
1784,22.0,13.0,white_collar,
1784,23.0,13.0,white_collar,7818.064734790714
1788,16.0,10.0,schooling,
1788,17.0,11.0,schooling,
1788,18.0,12.0,white_collar,
1788,19.0,12.0,white_collar,11582.057146005209
1788,20.0,12.0,white_collar,12405.442698827932
1788,21.0,12.0,white_collar,13692.899839643254
1788,22.0,12.0,white_collar,14908.128419395189
1788,23.0,12.0,white_collar,16124.758515505846
1790,16.0,10.0,schooling,
1790,17.0,11.0,schooling,
1790,18.0,12.0,blue_collar,10090.912621916737
1790,19.0,12.0,blue_collar,11998.44944986126
1790,20.0,12.0,blue_collar,14432.42362105986
1790,21.0,12.0,white_collar,18303.275917397732
1790,22.0,12.0,white_collar,16713.841417767555
1790,23.0,12.0,home,
1790,24.0,12.0,blue_collar,7213.395855224594
1790,25.0,12.0,blue_collar,10992.54840604731
1790,26.0,12.0,blue_collar,11926.843924758516
1791,16.0,10.0,schooling,
1791,17.0,11.0,schooling,
1791,18.0,12.0,schooling,
1791,19.0,13.0,blue_collar,16681.29363577334
1791,20.0,13.0,blue_collar,19977.92167294833
1791,21.0,13.0,blue_collar,
1791,22.0,13.0,blue_collar,19272.75195078165
1791,23.0,13.0,blue_collar,27529.305443637306
1791,24.0,13.0,blue_collar,34029.52995172441
1791,25.0,13.0,blue_collar,36990.47627953818
1791,26.0,13.0,blue_collar,52332.170818505336
1792,16.0,10.0,schooling,
1792,17.0,11.0,schooling,
1792,18.0,12.0,schooling,
1792,19.0,13.0,schooling,
1792,20.0,14.0,white_collar,16313.87177608839
1792,21.0,14.0,white_collar,10367.24019104306
1792,22.0,14.0,white_collar,11003.54481161251
1792,23.0,14.0,white_collar,17774.01547394965
1792,24.0,14.0,white_collar,18847.12034279904
1796,16.0,10.0,schooling,
1796,17.0,11.0,schooling,
1796,18.0,12.0,blue_collar,7276.776322614943
1796,19.0,12.0,military,8049.316877481715
1796,20.0,12.0,military,7146.939223742354
1796,21.0,12.0,military,12070.108677844742
1796,22.0,12.0,blue_collar,10259.798301198469
1796,23.0,12.0,blue_collar,15696.917106369818
1796,24.0,12.0,home,
1796,25.0,12.0,home,
1796,26.0,12.0,blue_collar,6578.600479337642
1802,16.0,10.0,schooling,
1802,17.0,11.0,schooling,
1802,18.0,12.0,blue_collar,
1802,19.0,12.0,blue_collar,11382.824195876288
1802,20.0,12.0,blue_collar,9192.01056587767
1802,21.0,12.0,blue_collar,9597.700134619801
1802,22.0,12.0,blue_collar,10104.681566994312
1802,23.0,12.0,white_collar,10258.285172004746
1805,16.0,10.0,schooling,
1805,17.0,11.0,schooling,
1805,18.0,12.0,home,
1805,19.0,12.0,blue_collar,5531.302001155938
1805,20.0,12.0,blue_collar,6535.084658702694
1805,21.0,12.0,blue_collar,9265.177859623032
1805,22.0,12.0,blue_collar,13660.55196881232
1805,23.0,12.0,blue_collar,15391.814946619217
1810,16.0,10.0,schooling,
1810,17.0,11.0,schooling,
1810,18.0,12.0,schooling,
1810,19.0,13.0,white_collar,9650.94320014663
1810,20.0,13.0,blue_collar,14373.039212443058
1810,21.0,13.0,blue_collar,28409.13982654523
1810,22.0,13.0,white_collar,17912.528264434342
1810,23.0,13.0,white_collar,20154.186009103738
1810,24.0,13.0,white_collar,39754.859176410784
1813,16.0,9.0,schooling,
1813,17.0,10.0,home,
1813,18.0,10.0,home,
1813,19.0,10.0,blue_collar,7927.401584077466
1813,20.0,10.0,home,
1813,21.0,10.0,blue_collar,
1813,22.0,10.0,white_collar,
1813,23.0,10.0,white_collar,
1813,24.0,10.0,white_collar,
1813,25.0,10.0,home,
1827,16.0,9.0,home,
1827,17.0,9.0,schooling,
1827,18.0,10.0,blue_collar,8831.975839796924
1827,19.0,10.0,white_collar,16435.674203607457
1827,20.0,10.0,blue_collar,17884.21713209915
1827,21.0,10.0,blue_collar,15670.918884533754
1827,22.0,10.0,home,
1827,23.0,10.0,blue_collar,19050.943360669764
1827,24.0,10.0,home,
1827,25.0,10.0,home,
1850,16.0,10.0,schooling,
1850,17.0,11.0,schooling,
1850,18.0,12.0,home,
1854,16.0,11.0,schooling,
1854,17.0,12.0,schooling,
1854,18.0,13.0,schooling,
1854,19.0,14.0,schooling,
1854,20.0,15.0,blue_collar,8047.008230588631
1854,21.0,15.0,home,
1854,22.0,15.0,schooling,
1854,23.0,16.0,blue_collar,21720.869954245045
1855,16.0,10.0,schooling,
1855,17.0,11.0,blue_collar,
1855,18.0,11.0,white_collar,
1855,19.0,11.0,white_collar,
1855,20.0,11.0,blue_collar,
1855,21.0,11.0,blue_collar,24450.885646432973
1855,22.0,11.0,white_collar,29667.956920048455
1855,23.0,11.0,white_collar,29532.448388244076
1855,24.0,11.0,white_collar,29270.37960170738
1855,25.0,11.0,white_collar,
1855,26.0,11.0,white_collar,43476.79365361803
1864,16.0,9.0,schooling,
1864,17.0,10.0,schooling,
1864,18.0,11.0,schooling,
1864,19.0,12.0,home,
1864,20.0,12.0,blue_collar,
1864,21.0,12.0,white_collar,
1864,22.0,12.0,blue_collar,12622.367125984252
1864,23.0,12.0,blue_collar,12712.96182759065
1864,24.0,12.0,blue_collar,12738.293272223911
1864,25.0,12.0,blue_collar,12604.23035883418
1864,26.0,12.0,blue_collar,12215.726148110489
1867,16.0,10.0,schooling,
1867,17.0,11.0,schooling,
1867,18.0,12.0,blue_collar,22544.273051237145
1867,19.0,12.0,home,
1867,20.0,12.0,home,
1867,21.0,12.0,home,
1867,22.0,12.0,white_collar,6840.075214555397
1867,23.0,12.0,blue_collar,14094.725165493852
1867,24.0,12.0,blue_collar,12344.864912659305
1867,25.0,12.0,blue_collar,4593.113031689543
1869,16.0,10.0,schooling,
1869,17.0,11.0,home,
1869,18.0,11.0,home,
1869,19.0,11.0,home,
1869,20.0,11.0,home,
1869,21.0,11.0,home,
1869,22.0,11.0,blue_collar,19715.192605114556
1869,23.0,11.0,blue_collar,12704.35519403491
1873,16.0,9.0,schooling,
1873,17.0,10.0,schooling,
1873,18.0,11.0,schooling,
1873,19.0,12.0,home,
1873,20.0,12.0,home,
1873,21.0,12.0,blue_collar,6713.541988635248
1873,22.0,12.0,blue_collar,9471.780056416606
1873,23.0,12.0,blue_collar,11066.029545172983
1873,24.0,12.0,blue_collar,9772.580918488393
1875,16.0,10.0,schooling,
1875,17.0,11.0,schooling,
1875,18.0,12.0,schooling,
1875,19.0,13.0,schooling,
1875,20.0,14.0,schooling,
1875,21.0,15.0,schooling,
1875,22.0,16.0,white_collar,26813.99562029136
1875,23.0,16.0,white_collar,29056.85129926
1875,24.0,16.0,white_collar,30857.850735315686
1875,25.0,16.0,white_collar,33364.55922022803
1875,26.0,16.0,white_collar,38699.42043721404
1881,16.0,10.0,schooling,
1881,17.0,11.0,schooling,
1881,18.0,12.0,blue_collar,
1881,19.0,12.0,home,
1881,20.0,12.0,home,
1881,21.0,12.0,blue_collar,9806.065718262611
1881,22.0,12.0,blue_collar,9070.13022007989
1881,23.0,12.0,blue_collar,12106.915784461957
1881,24.0,12.0,white_collar,19372.788907671835
1881,25.0,12.0,white_collar,19102.623817573647
1881,26.0,12.0,blue_collar,17436.72750381291
1884,16.0,10.0,schooling,
1884,17.0,11.0,schooling,
1884,18.0,12.0,blue_collar,11206.50710888932
1884,19.0,12.0,blue_collar,11494.403840404791
1884,20.0,12.0,blue_collar,11878.254764645286
1884,21.0,12.0,home,
1884,22.0,12.0,home,
1884,23.0,12.0,blue_collar,10990.197847822403
1889,16.0,9.0,schooling,
1889,17.0,10.0,schooling,
1889,18.0,11.0,schooling,
1889,19.0,12.0,military,8562.243878447362
1889,20.0,12.0,military,8725.789346837062
1889,21.0,12.0,military,9438.016712944265
1889,22.0,12.0,military,6861.974528508658
1889,23.0,12.0,blue_collar,8424.187249083569
1889,24.0,12.0,white_collar,7260.036686688487
1889,25.0,12.0,white_collar,6234.9066259955935
1890,16.0,9.0,schooling,
1890,17.0,10.0,schooling,
1890,18.0,11.0,schooling,
1890,19.0,12.0,military,8196.921271466636
1890,20.0,12.0,military,5095.721057641531
1890,21.0,12.0,military,8079.306512636988
1890,22.0,12.0,military,7500.842049331191
1890,23.0,12.0,home,
1890,24.0,12.0,blue_collar,10055.985765124555
1894,16.0,9.0,schooling,
1894,17.0,10.0,schooling,
1894,18.0,11.0,schooling,
1894,19.0,12.0,schooling,
1894,20.0,13.0,schooling,
1894,21.0,14.0,home,
1894,22.0,14.0,home,
1894,23.0,14.0,home,
1894,24.0,14.0,blue_collar,12750.050953734011
1894,25.0,14.0,home,
1910,16.0,10.0,schooling,
1910,17.0,11.0,schooling,
1910,18.0,12.0,home,
1910,19.0,12.0,blue_collar,11889.178254622384
1910,20.0,12.0,military,11555.185151242784
1910,21.0,12.0,military,10992.877325087724
1910,22.0,12.0,military,11633.999088283439
1910,23.0,12.0,military,14294.652133114456
1910,24.0,12.0,military,20772.220908178868
1910,25.0,12.0,military,23544.52354630417
1910,26.0,12.0,blue_collar,6225.342145399085
1911,16.0,10.0,schooling,
1911,17.0,11.0,blue_collar,12910.488859804975
1911,18.0,11.0,blue_collar,13873.889307204525
1911,19.0,11.0,blue_collar,15630.542421841947
1911,20.0,11.0,blue_collar,24460.407099404623
1911,21.0,11.0,blue_collar,32729.77821047876
1911,22.0,11.0,blue_collar,32515.381248149566
1911,23.0,11.0,blue_collar,32837.33206248726
1911,24.0,11.0,blue_collar,32190.881545500757
1916,16.0,10.0,schooling,
1916,17.0,11.0,schooling,
1916,18.0,12.0,schooling,
1916,19.0,13.0,blue_collar,
1916,20.0,13.0,blue_collar,8817.536490326293
1916,21.0,13.0,schooling,
1916,22.0,14.0,schooling,
1916,23.0,15.0,schooling,
1916,24.0,16.0,white_collar,19274.82714794103
1917,16.0,9.0,schooling,
1917,17.0,10.0,schooling,
1917,18.0,11.0,schooling,
1917,19.0,12.0,blue_collar,11171.322722515908
1917,20.0,12.0,blue_collar,10565.415986872547
1917,21.0,12.0,blue_collar,12296.35791463851
1917,22.0,12.0,blue_collar,12746.58188446135
1917,23.0,12.0,blue_collar,13806.182628181336
1917,24.0,12.0,blue_collar,15012.541380318347
1917,25.0,12.0,blue_collar,15125.076430601015
1917,26.0,12.0,blue_collar,14658.871377732587
1919,16.0,10.0,schooling,
1919,17.0,11.0,schooling,
1919,18.0,12.0,home,
1919,19.0,12.0,schooling,
1919,20.0,13.0,home,
1919,21.0,13.0,white_collar,9065.885674321707
1919,22.0,13.0,white_collar,11319.176642132183
1919,23.0,13.0,white_collar,10581.124139281532
1919,24.0,13.0,home,
1920,16.0,9.0,schooling,
1920,17.0,10.0,schooling,
1920,18.0,11.0,schooling,
1920,19.0,12.0,schooling,
1920,20.0,13.0,home,
1920,21.0,13.0,schooling,
1920,22.0,14.0,home,
1920,23.0,14.0,home,
1924,16.0,10.0,schooling,
1924,17.0,11.0,schooling,
1924,18.0,12.0,blue_collar,16710.523693060226
1924,19.0,12.0,blue_collar,16457.925801967296
1924,20.0,12.0,white_collar,19958.699510138
1924,21.0,12.0,blue_collar,20183.14771663945
1924,22.0,12.0,blue_collar,19982.97136937968
1924,23.0,12.0,white_collar,29151.809337121893
1924,24.0,12.0,white_collar,26869.711235383835
1925,16.0,10.0,schooling,
1925,17.0,11.0,schooling,
1925,18.0,12.0,white_collar,10275.265227828719
1925,19.0,12.0,white_collar,
1925,20.0,12.0,blue_collar,17254.53348154648
1925,21.0,12.0,blue_collar,20574.16325261205
1925,22.0,12.0,blue_collar,20588.145645232773
1925,23.0,12.0,blue_collar,10449.285121329167
1925,24.0,12.0,blue_collar,11565.423346205538
1925,25.0,12.0,blue_collar,21995.920227808154
1925,26.0,12.0,white_collar,43390.56695475343
1930,16.0,10.0,schooling,
1930,17.0,11.0,schooling,
1930,18.0,12.0,schooling,
1930,19.0,13.0,schooling,
1930,20.0,14.0,schooling,
1930,21.0,15.0,schooling,
1930,22.0,16.0,white_collar,20907.818367655967
1930,23.0,16.0,white_collar,20056.84983750748
1930,24.0,16.0,white_collar,22351.10435137991
1930,25.0,16.0,white_collar,23747.339415810446
1930,26.0,16.0,white_collar,24920.0813421454
1931,16.0,9.0,blue_collar,4731.6470688071195
1931,17.0,9.0,home,
1931,18.0,9.0,military,7169.306611945647
1931,19.0,9.0,military,8480.855812637921
1931,20.0,9.0,military,17495.984819365935
1931,21.0,9.0,home,
1931,22.0,9.0,home,
1931,23.0,9.0,blue_collar,14447.017766015713
1931,24.0,9.0,home,
1931,25.0,9.0,blue_collar,18567.90374512794
1945,16.0,10.0,schooling,
1945,17.0,11.0,schooling,
1945,18.0,12.0,home,
1945,19.0,12.0,white_collar,
1945,20.0,12.0,blue_collar,15915.766537371434
1945,21.0,12.0,blue_collar,20816.75838338788
1945,22.0,12.0,blue_collar,21499.678020674462
1950,16.0,10.0,schooling,
1950,17.0,11.0,schooling,
1950,18.0,12.0,schooling,
1950,19.0,13.0,schooling,
1950,20.0,14.0,blue_collar,
1950,21.0,14.0,blue_collar,8515.84861770777
1950,22.0,14.0,home,
1950,23.0,14.0,white_collar,
1950,24.0,14.0,white_collar,
1950,25.0,14.0,white_collar,20944.315637401236
1950,26.0,14.0,white_collar,25859.71499745806
1952,16.0,10.0,schooling,
1952,17.0,11.0,schooling,
1952,18.0,12.0,schooling,
1952,19.0,13.0,schooling,
1952,20.0,14.0,schooling,
1952,21.0,15.0,schooling,
1952,22.0,16.0,schooling,
1952,23.0,17.0,white_collar,32867.63277410608
1955,16.0,10.0,schooling,
1955,17.0,11.0,schooling,
1955,18.0,12.0,schooling,
1955,19.0,13.0,schooling,
1955,20.0,14.0,blue_collar,12374.448604709167
1955,21.0,14.0,blue_collar,13267.880031053817
1955,22.0,14.0,blue_collar,17329.228332087543
1955,23.0,14.0,blue_collar,20655.883194367605
1955,24.0,14.0,blue_collar,19722.324129690245
1955,25.0,14.0,blue_collar,14011.509913573971
1959,16.0,10.0,schooling,
1959,17.0,11.0,home,
1959,18.0,11.0,military,7334.275586584828
1959,19.0,11.0,military,9007.05980493073
1959,20.0,11.0,blue_collar,
1959,21.0,11.0,blue_collar,10582.179713997375
1959,22.0,11.0,blue_collar,12026.787354929087
1959,23.0,11.0,blue_collar,14247.995858149798
1959,24.0,11.0,blue_collar,16869.15341717307
1959,25.0,11.0,blue_collar,
1959,26.0,11.0,blue_collar,15201.160820199964
1963,16.0,10.0,schooling,
1963,17.0,11.0,schooling,
1963,18.0,12.0,blue_collar,22653.50087208769
1963,19.0,12.0,blue_collar,22839.268755047186
1963,20.0,12.0,blue_collar,18771.16584808133
1963,21.0,12.0,blue_collar,15102.163405350591
1963,22.0,12.0,white_collar,21681.70121233848
1963,23.0,12.0,white_collar,22362.242350737346
1963,24.0,12.0,blue_collar,24182.74962014089
1963,25.0,12.0,white_collar,26269.03882974259
1963,26.0,12.0,white_collar,22296.750889679715
1966,16.0,10.0,schooling,
1966,17.0,11.0,schooling,
1966,18.0,12.0,home,
1966,19.0,12.0,military,8670.742960792924
1966,20.0,12.0,military,10381.072539446039
1966,21.0,12.0,military,14814.155912318813
1966,22.0,12.0,blue_collar,13071.714701200384
1966,23.0,12.0,blue_collar,13366.94231958492
1966,24.0,12.0,white_collar,19855.76859067878
1966,25.0,12.0,white_collar,19561.459095141614
1966,26.0,12.0,blue_collar,21732.460599898324
1970,16.0,9.0,home,
1970,17.0,9.0,home,
1970,18.0,9.0,home,
1970,19.0,9.0,blue_collar,11457.953028690277
1970,20.0,9.0,blue_collar,15111.835604467959
1970,21.0,9.0,blue_collar,16464.018009050546
1970,22.0,9.0,blue_collar,17422.002145648617
1970,23.0,9.0,blue_collar,20816.758383387885
1970,24.0,9.0,blue_collar,28161.361209964412
1971,16.0,10.0,schooling,
1971,17.0,11.0,schooling,
1971,18.0,12.0,blue_collar,
1971,19.0,12.0,white_collar,11867.182768019382
1971,20.0,12.0,blue_collar,
1971,21.0,12.0,blue_collar,15005.624057261664
1971,22.0,12.0,blue_collar,18150.091716721217
1971,23.0,12.0,blue_collar,24431.452296220978
1975,16.0,10.0,schooling,
1975,17.0,11.0,schooling,
1975,18.0,12.0,home,
1975,19.0,12.0,military,7928.1529427018895
1975,20.0,12.0,military,8527.309499819308
1975,21.0,12.0,military,8890.064272062182
1975,22.0,12.0,military,8306.284393770458
1975,23.0,12.0,home,
1977,16.0,10.0,schooling,
1977,17.0,11.0,schooling,
1977,18.0,12.0,blue_collar,8782.351126216929
1977,19.0,12.0,blue_collar,10191.570724445466
1977,20.0,12.0,blue_collar,10918.110549805131
1977,21.0,12.0,blue_collar,11729.796705131943
1977,22.0,12.0,blue_collar,13749.8451333166
1977,23.0,12.0,blue_collar,15791.743097267685
