458 197 9 62 5 3 2 10 10 11 11 9 62 51 11 16 6 38 18 15 17107 12 12 -4 -4
-5 198 6 63 1 3 1 9 9 10 10 6 63 51 23 27 9 49 63 63 64239 11 11 -4 -4
458 199 3 59 1 3 1 12 12 12 12 3 59 51 6 27 7 37 25 24 19225 12 12 -4 -4
458 200 9 58 5 3 2 12 12 12 12 9 58 51 12 17 13 33 25 24 27551 12 12 -4 -4
458 201 6 57 1 3 1 14 14 14 14 6 57 51 29 35 13 49 98 95 86603 15 15 -4 -4
458 202 11 60 1 3 1 12 12 12 12 11 60 51 25 31 12 39 73 75 73184 12 12 -4 -4
-5 203 1 58 8 1 2 13 13 13 13 1 58 51 15 19 5 49 29 18 13970 13 13 -4 -4
458 204 3 57 8 1 2 11 11 11 11 -5 -5 51 13 21 11 22 22 22 17136 -5 -5 -4 -4
458 205 4 57 8 1 2 12 12 12 12 4 57 51 8 6 6 26 6 4 5082 12 12 -4 -4
-5 206 8 62 1 3 1 10 9 9 9 -5 -5 51 11 17 8 41 23 18 26440 -5 -5 -5 -5
-5 207 9 62 1 3 1 8 8 9 9 9 63 51 17 12 5 28 15 14 25802 9 9 -4 -4
-5 208 8 58 6 3 2 10 10 10 10 8 58 51 10 22 8 31 22 18 10352 10 10 -4 -4
-5 209 5 60 1 3 1 11 11 11 11 5 60 51 24 30 11 41 69 66 49080 11 11 -4 -4
458 210 12 62 1 3 1 10 10 11 11 -5 -5 51 16 25 12 49 50 53 59040 -5 -5 -4 -4
458 211 1 64 5 3 2 8 8 9 9 1 64 51 23 23 13 44 59 64 74988 10 10 -4 -4
458 212 3 61 1 3 1 11 11 12 12 3 61 51 23 28 11 32 54 64 57814 12 12 -4 -4
-5 213 12 62 1 3 1 9 9 10 10 12 62 51 29 34 15 50 99 99 99460 11 11 -4 -4
458 214 6 64 1 3 1 8 8 9 9 6 65 51 25 24 11 34 52 54 79883 10 10 -4 -4
-5 215 7 60 1 3 1 12 12 13 12 7 60 51 22 24 14 32 50 56 66226 12 12 -5 -5
-5 216 8 60 5 3 2 10 10 12 12 -5 -5 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -4 -4
-5 217 3 62 1 3 1 10 10 10 10 -5 -5 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5
458 218 6 57 1 3 1 15 15 16 16 6 57 51 28 34 13 36 84 93 81447 16 16 -4 -4
458 219 7 59 5 3 2 13 13 14 14 7 59 51 22 28 13 41 65 63 60012 15 15 -4 -4
458 220 5 61 5 3 2 11 11 12 12 5 61 51 27 31 14 48 89 89 89381 13 13 -4 -4
458 221 8 64 7 2 2 6 6 7 7 8 64 51 12 4 3 4 1 2 5315 8 8 -4 0
458 222 7 61 3 2 1 9 9 9 9 7 61 51 7 7 3 2 1 1 787 9 9 -4 0
458 223 12 62 3 2 1 8 8 8 8 12 62 51 8 7 3 17 3 3 9190 9 9 -4 -4
458 224 5 60 7 2 2 10 10 10 10 5 60 51 13 14 9 20 14 15 13326 10 10 -4 -4
-5 225 2 61 4 1 1 8 8 9 9 2 61 51 8 5 5 9 1 2 2604 9 9 -4 -4
-5 226 6 63 4 1 1 8 8 -5 -5 6 63 51 10 18 7 17 12 16 25781 8 8 -4 -5
458 227 9 57 7 2 2 9 9 9 9 9 57 51 8 10 7 23 7 7 6599 9 9 -4 -4
458 228 11 57 8 1 2 9 9 9 9 -5 -5 54 10 7 3 18 4 2 2739 -5 -5 -4 -4
458 229 2 63 5 3 2 9 9 10 10 2 63 51 14 23 14 38 40 38 52042 11 11 -4 -4
458 230 9 64 1 3 1 7 7 8 8 9 64 51 9 25 11 33 28 29 34084 9 9 -4 -4
458 231 6 57 5 3 2 12 12 12 12 7 57 51 14 25 10 45 42 42 36443 12 12 -4 -4
-5 232 10 61 1 3 1 11 11 12 12 10 61 51 15 32 12 35 51 55 55780 12 12 -4 -4
458 233 4 64 1 3 1 8 8 9 9 4 64 51 13 18 6 30 19 19 31472 10 10 -4 -4
458 234 6 61 2 3 1 9 9 10 10 6 61 51 16 18 12 36 31 27 35461 12 12 -4 -4
458 235 3 63 1 3 1 9 9 10 10 3 63 51 22 26 10 39 52 62 61313 11 11 -4 -4
458 236 12 61 5 3 2 10 10 11 11 12 61 51 18 30 14 49 69 63 71673 12 12 -4 -4
458 237 8 57 5 3 2 12 12 12 12 8 57 51 22 33 12 42 74 67 64751 12 12 -4 -4
-5 238 6 57 6 3 2 12 12 12 12 -5 -5 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5
458 239 1 61 6 3 2 10 10 10 10 1 61 51 6 14 4 23 7 10 13294 10 10 -4 -4
458 240 8 62 6 3 2 10 10 11 11 8 62 51 18 29 9 34 46 46 50483 12 12 -4 -4
-5 241 3 64 2 3 1 7 7 8 8 3 64 51 9 19 7 16 11 17 22027 9 9 -5 -5
458 242 11 58 5 3 2 12 12 12 12 11 58 52 10 27 10 35 32 35 30481 12 12 -4 -4
458 243 4 58 1 3 1 12 12 12 12 4 58 51 26 32 11 34 71 74 62957 12 12 -4 -4
458 244 5 57 5 3 2 12 12 12 12 5 57 51 24 34 14 38 80 79 73828 12 12 -4 -4
458 245 8 62 5 3 2 10 10 11 11 8 62 51 29 30 13 50 89 85 81929 12 12 -4 -4
-5 246 2 64 1 3 1 8 8 9 9 2 64 51 29 26 12 31 64 80 82913 10 10 -4 -4
458 247 1 59 2 3 1 13 13 13 13 1 59 51 24 30 11 34 63 69 52544 14 14 -4 -4
458 248 4 61 2 3 1 8 8 8 8 4 61 51 8 19 7 20 12 13 8261 8 8 -4 -4
458 249 2 63 6 3 2 8 8 9 9 2 63 51 24 17 10 47 46 39 45311 10 10 -4 -4
458 250 6 58 5 3 2 12 12 12 12 -5 -5 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -4 -4
458 251 12 62 2 3 1 9 9 -5 -5 12 62 -4 -4 -4 -4 -4 -4 -4 -4 12 12 -4 -4
458 252 3 64 6 3 2 8 8 -5 -5 3 64 -4 -4 -4 -4 -4 -4 -4 -4 11 11 -4 -4
458 253 6 64 1 3 1 8 8 9 9 6 64 51 15 23 3 18 17 22 34745 10 10 -4 -4
458 254 6 61 5 3 2 11 11 12 12 6 61 51 30 33 14 49 98 94 94821 12 12 -4 -4
458 255 6 62 5 3 2 10 10 11 11 6 62 51 25 19 10 50 52 42 46148 12 12 -4 -4
458 256 10 61 5 3 2 11 11 12 12 10 61 51 17 27 14 33 48 51 56308 12 12 -4 -4
